Date,KBWB,XLI,REK,,KBWB_return,XLI_return,REK_return,,시가총액 비율,,,,공분산 행렬,,,,λ(2~4),τ(0.01~0.05)
11/24/2024,71.03,143.99,16.13,,0.005948166,0.009393621,-0.018498235,,KBWB,0.087810642,"1,910,000,000",,0.001368733,0.000757664,-0.000565785,,3,0.05
11/17/2024,70.61,142.65,16.434,,0.01949177,0.025447488,-0.024688427,,XLI,0.911667552,"19,830,000,000",,0.000757664,0.000675273,-0.000505252,,,
11/10/2024,69.26,139.11,16.85,,0.023042836,-0.020972623,0.022823844,,REK,0.000521807,"11,350,000",,-0.000565785,-0.000505252,0.000783171,,,
11/03/2024,67.7,142.09,16.474,,0.085980109,0.060294008,-0.026531939,,,,,,,,,,,
10/27/2024,62.34,134.01,16.923,,0.007270965,-0.010265879,0.032519829,,과거 데이터 기반 기대 수익률(시간가중),,,,,전망 확신도 구하기,,,,
10/20/2024,61.89,135.4,16.39,,-0.014647349,-0.02778775,0.015489467,,KBWB,0.002277068,0.12555125,,,KBWB,0.001366662,,0.515865795,
10/13/2024,62.81,139.27,16.14,,0.02832351,0.006140731,-0.028296207,,XLI,0.002267042,0.124965921,,,XLI,0.000674251,,0.761149335,
10/06/2024,61.08,138.42,16.61,,0.039482641,0.02147443,0.004232164,,REK,0.00222899,0.122747124,,,REK,0.000781986,,0.72298487,
09/29/2024,58.76,135.51,16.54,,0.008755365,0.005043388,0.019100431,,,주간,연환산,,,분산 합,0.002822899,,,
09/22/2024,58.25,134.83,16.23,,-0.015714769,0.012389248,-0.016304018,,,,,,,,,,,
09/15/2024,59.18,133.18,16.499,,0.045583039,0.019989278,0.015323077,,과거 데이터 기반 기대 수익률(단순평균),,,,,,,,,
09/08/2024,56.6,130.57,16.25,,0.002834869,0.037175312,-0.035035629,,KBWB,0.002246196,0.123749886,,,,,,,
09/01/2024,56.44,125.89,16.84,,-0.053178997,-0.042370303,0.000653634,,XLI,0.002240587,0.123422903,,,,,,,
08/25/2024,59.61,131.46,16.829,,0.020369736,0.016862624,0.00113028,,REK,0.002214409,0.121898082,,,,,,,
08/18/2024,58.42,129.28,16.81,,0.026352776,0.018193274,-0.037723968,,,,,,,,,,,
08/11/2024,56.92,126.97,17.469,,0.039255067,0.021644673,0.001835178,,,,,,,,,,,
08/04/2024,54.77,124.28,17.437,,0.004217088,0.012629349,0.00304878,,XLI 초과수익률,,,,,,,,,
07/28/2024,54.54,122.73,17.384,,-0.07715736,-0.028266033,-0.028338271,16년초,49.72,16년도 수익률,,0.269911504,,,,,,
07/21/2024,59.1,126.3,17.891,,0.026398055,0.01145191,-0.004507011,16년 말,63.14,17년도 수익률,,0.252296484,,,,,,
07/14/2024,57.58,124.87,17.972,,0.033010405,0.00555645,-0.010025339,17년말,79.07,,,,,,,,,
07/07/2024,55.74,124.18,18.154,,0.042843779,0.024418413,-0.041043791,,,,,,,,,,,
06/30/2024,53.45,121.22,18.931,,-0.000934579,-0.005333552,0.002329645,,,,,,,,,,,
06/23/2024,53.5,121.87,18.887,,0.018659558,-0.008945271,-0.020587015,,,,,,,,,,,
06/16/2024,52.52,122.97,19.284,,0.016057264,0.015022699,0.002338999,,,,,,,,,,,
06/09/2024,51.69,121.15,19.239,,-0.025636192,-0.009646039,-0.011356629,,,,,,,,,,,
06/02/2024,53.05,122.33,19.46,,-0.017956312,-0.009553882,0.003351379,,,,,,,,,,,
05/26/2024,54.02,123.51,19.395,,0.002226345,-0.007632974,-0.018570995,,,,,,,,,,,
05/19/2024,53.9,124.46,19.762,,-0.023550725,-0.006941674,0.039448769,,,,,,,,,,,
05/12/2024,55.2,125.33,19.012,,0.013401873,-0.00278485,-0.021966151,,,,,,,,,,,
05/05/2024,54.47,125.68,19.439,,0.028317916,0.023702859,-0.020458554,,,,,,,,,,,
04/28/2024,52.97,122.77,19.845,,0.006842806,0.000896788,-0.013569937,,,,,,,,,,,
04/21/2024,52.61,122.66,20.118,,0.025736011,0.0181788,-0.014789422,,,,,,,,,,,
04/14/2024,51.29,120.47,20.42,,0.020493434,-0.019772172,0.038815689,,,,,,,,,,,
04/07/2024,50.26,122.9,19.657,,-0.036611079,-0.022041856,0.031917686,,,,,,,,,,,
03/31/2024,52.17,125.67,19.049,,-0.027767425,-0.002302318,0.031124824,,,,,,,,,,,
03/24/2024,53.66,125.96,18.474,,0.031923077,0.005989937,-0.021556062,,,,,,,,,,,
03/17/2024,52,125.21,18.881,,0.027464928,0.02597509,-0.006210853,,,,,,,,,,,
03/10/2024,50.61,122.04,18.999,,-0.010363707,-0.00212592,0.031209292,,,,,,,,,,,
03/03/2024,51.14,122.3,18.424,,0.029802658,0.006418697,-0.013810085,,,,,,,,,,,
02/25/2024,49.66,121.52,18.682,,0.007711039,0.010813509,-0.019729248,,,,,,,,,,,
02/18/2024,49.28,120.22,19.058,,0.004279601,0.018554605,-0.007395833,,,,,,,,,,,
02/11/2024,49.07,118.03,19.2,,0.019318654,0.009234716,0.00140823,,,,,,,,,,,
02/04/2024,48.14,116.95,19.173,,-0.011092851,0.011853262,0.000260851,,,,,,,,,,,
01/28/2024,48.68,115.58,19.168,,-0.014973695,0.018954421,0.004612159,,,,,,,,,,,
01/21/2024,49.42,113.43,19.08,,0.024248705,0.008714984,0.005798629,,,,,,,,,,,
01/14/2024,48.25,112.45,18.97,,0,0.003032736,0.021540118,,,,,,,,,,,
01/07/2024,48.25,112.11,18.57,,-0.030735235,0.006102486,-0.004823151,,,,,,,,,,,
12/31/2023,49.78,111.43,18.66,,0.011994308,-0.02245811,0.023026316,,,,,,,,,,,
12/24/2023,49.19,113.99,18.24,,0.008611852,0.007601874,-0.007076756,,,,,,,,,,,
12/17/2023,48.77,113.13,18.37,,-0.012753036,0.000973279,-0.017647059,,,,,,,,,,,
12/10/2023,49.4,113.02,18.7,,0.081199387,0.03726138,-0.054122408,,,,,,,,,,,
12/03/2023,45.69,108.96,19.77,,0.016688919,0.002023175,0.005083884,,,,,,,,,,,
11/26/2023,44.94,108.74,19.67,,0.057660626,0.022569118,-0.044217687,,,,,,,,,,,
11/19/2023,42.49,106.34,20.58,,-0.009095149,0.006912224,-0.00867052,,,,,,,,,,,
11/12/2023,42.88,105.61,20.76,,0.068793619,0.029839103,-0.043758637,,,,,,,,,,,
11/05/2023,40.12,102.55,21.71,,-0.019070905,0.009350394,0.02212806,,,,,,,,,,,
10/29/2023,40.9,101.6,21.24,,0.113228089,0.05350477,-0.072489083,,,,,,,,,,,
10/22/2023,36.74,96.44,22.9,,-0.021571238,-0.02289767,0.00703606,,,,,,,,,,,
10/15/2023,37.55,98.7,22.74,,-0.036932547,-0.02997543,0.046961326,,,,,,,,,,,
10/08/2023,38.99,101.75,21.72,,0.001284027,0.009624926,-0.022854058,,,,,,,,,,,
10/01/2023,38.94,100.78,22.228,,-0.028200649,-0.005918327,0.015440841,,,,,,,,,,,
09/24/2023,40.07,101.38,21.89,,-0.000249501,-0.004027901,0.016531996,,,,,,,,,,,
09/17/2023,40.08,101.79,21.534,,-0.054939873,-0.030571429,0.042808717,,,,,,,,,,,
09/10/2023,42.41,105,20.65,,0.023654357,-0.005964215,-0.001933301,,,,,,,,,,,
09/03/2023,41.43,105.63,20.69,,-0.02356823,-0.029136029,0.01223092,,,,,,,,,,,
08/27/2023,42.43,108.8,20.44,,0.032108976,0.02121269,-0.013513514,,,,,,,,,,,
08/20/2023,41.11,106.54,20.72,,-0.022121789,0.002823795,-0.003367003,,,,,,,,,,,
08/13/2023,42.04,106.24,20.79,,-0.055705301,-0.024336486,0.032274081,,,,,,,,,,,
08/06/2023,44.52,108.89,20.14,,-0.013516508,0.006005174,-0.006413419,,,,,,,,,,,
07/30/2023,45.13,108.24,20.27,,-0.010524008,-0.017429194,0.026329114,,,,,,,,,,,
07/23/2023,45.61,110.16,19.75,,0.016039207,0.005568234,0.019091847,,,,,,,,,,,
07/16/2023,44.89,109.55,19.38,,0.065511512,0.00865482,0.00623053,,,,,,,,,,,
07/09/2023,42.13,108.61,19.26,,0.020343909,0.022693032,-0.023821591,,,,,,,,,,,
07/02/2023,41.29,106.2,19.73,,0.005846529,-0.010436079,-0.001012658,,,,,,,,,,,
06/25/2023,41.05,107.32,19.75,,0.035570131,0.039116964,-0.048192771,,,,,,,,,,,
06/18/2023,39.64,103.28,20.75,,-0.059995257,-0.020578473,0.03439681,,,,,,,,,,,
06/11/2023,42.17,105.45,20.06,,-0.004955168,0.029785156,-0.014250614,,,,,,,,,,,
06/04/2023,42.38,102.4,20.35,,0.023671498,0.014464038,-0.007801073,,,,,,,,,,,
05/28/2023,41.4,100.94,20.51,,0.032418953,0.026438885,-0.028422549,,,,,,,,,,,
05/21/2023,40.1,98.34,21.11,,0.013650152,-0.01443175,0.014416146,,,,,,,,,,,
05/14/2023,39.56,99.78,20.81,,0.058036908,0.01320065,0.025628388,,,,,,,,,,,
05/07/2023,37.39,98.48,20.29,,-0.033600414,-0.010350719,0.007948336,,,,,,,,,,,
04/30/2023,38.69,99.51,20.13,,-0.072627037,-0.0049,0.012066365,,,,,,,,,,,
04/23/2023,41.72,100,19.89,,-0.018121911,-0.006063016,-0.013882003,,,,,,,,,,,
04/16/2023,42.49,100.61,20.17,,-0.00070555,0.007813283,-0.01705653,,,,,,,,,,,
04/09/2023,42.52,99.83,20.52,,0.031538088,0.021069858,0.015841584,,,,,,,,,,,
04/02/2023,41.22,97.77,20.2,,-0.017869907,-0.033702313,0.008991009,,,,,,,,,,,
03/26/2023,41.97,101.18,20.02,,0.04741702,0.0440615,-0.051634297,,,,,,,,,,,
03/19/2023,40.07,96.91,21.11,,-0.013782919,0.002482673,0.006196378,,,,,,,,,,,
03/12/2023,40.63,96.67,20.98,,-0.14553102,-0.023535354,0.000954198,,,,,,,,,,,
03/05/2023,47.55,99,20.96,,-0.155267365,-0.045046783,0.0781893,,,,,,,,,,,
02/26/2023,56.29,103.67,19.44,,0.004640371,0.033496162,-0.014198783,,,,,,,,,,,
02/19/2023,56.03,100.31,19.72,,-0.024886878,-0.026400078,0.041292639,,,,,,,,,,,
02/12/2023,57.46,103.03,18.938,,-0.005366107,0.00871353,0.010565635,,,,,,,,,,,
02/05/2023,57.77,102.14,18.74,,-0.018018018,-0.006903257,0.022925764,,,,,,,,,,,
01/29/2023,58.83,102.85,18.32,,0.023842673,0.016907257,-0.015053763,,,,,,,,,,,
01/22/2023,57.46,101.14,18.6,,0.047011662,0.021719366,-0.025157233,,,,,,,,,,,
01/15/2023,54.88,98.99,19.08,,-0.005977178,-0.033866875,0.006329114,,,,,,,,,,,
01/08/2023,55.21,102.46,18.96,,0.023165308,0.015360222,-0.043390515,,,,,,,,,,,
01/01/2023,53.96,100.91,19.82,,0.045331267,0.027492109,-0.026522593,,,,,,,,,,,
12/25/2022,51.62,98.21,20.36,,0.01754386,-0.001829454,0.004440059,,,,,,,,,,,
12/18/2022,50.73,98.39,20.27,,0.007947546,0.002956167,-0.000493097,,,,,,,,,,,
12/11/2022,50.33,98.1,20.28,,-0.027627512,-0.009791057,0.020634122,,,,,,,,,,,
12/04/2022,51.76,99.07,19.87,,-0.055129609,-0.031857715,0.018452076,,,,,,,,,,,
11/27/2022,54.78,102.33,19.51,,-0.014570966,0.010167818,-0.008587835,,,,,,,,,,,
11/20/2022,55.59,101.3,19.679,,0.020936639,0.018704747,-0.014078156,,,,,,,,,,,
11/13/2022,54.45,99.44,19.96,,-0.036964981,-0.00090425,0.018887187,,,,,,,,,,,
11/06/2022,56.54,99.53,19.59,,0.058405092,0.046912801,-0.068030447,,,,,,,,,,,
10/30/2022,53.42,95.07,21.02,,-0.004658096,0.004755866,0.019398642,,,,,,,,,,,
10/23/2022,53.67,94.62,20.62,,0.058788716,0.066862104,-0.065700045,,,,,,,,,,,
10/16/2022,50.69,88.69,22.07,,0.004558066,0.04661317,-0.024314766,,,,,,,,,,,
10/09/2022,50.46,84.74,22.62,,0.007185629,-0.004931893,0.022141889,,,,,,,,,,,
10/02/2022,50.1,85.16,22.13,,0.01995114,0.028005794,0.031701632,,,,,,,,,,,
09/25/2022,49.12,82.84,21.45,,-0.029824215,-0.022536873,0.040252182,,,,,,,,,,,
09/18/2022,50.63,84.75,20.62,,-0.074575032,-0.049994395,0.068393782,,,,,,,,,,,
09/11/2022,54.71,89.21,19.3,,-0.035777229,-0.063805226,0.06043956,,,,,,,,,,,
09/04/2022,56.74,95.29,18.2,,0.050740741,0.033962674,-0.040590406,,,,,,,,,,,
08/28/2022,54,92.16,18.97,,-0.025094782,-0.035175879,0.04002193,,,,,,,,,,,
08/21/2022,55.39,95.52,18.24,,-0.039701803,-0.03358964,0.034600113,,,,,,,,,,,
08/14/2022,57.68,98.84,17.63,,-0.024027073,-0.010016026,0.02262181,,,,,,,,,,,
08/07/2022,59.1,99.84,17.24,,0.059519541,0.038701623,-0.039018952,,,,,,,,,,,
07/31/2022,55.78,96.12,17.94,,0.00197593,0.005018821,0.01585504,,,,,,,,,,,
07/24/2022,55.67,95.64,17.66,,0.021280499,0.057379768,-0.050537634,,,,,,,,,,,
07/17/2022,54.51,90.45,18.6,,0.02231808,0.041570705,-0.028720627,,,,,,,,,,,
07/10/2022,53.32,86.84,19.15,,0.009657262,-0.012171539,0.003143007,,,,,,,,,,,
07/03/2022,52.81,87.91,19.09,,0.005330287,-0.00215664,0.01005291,,,,,,,,,,,
06/26/2022,52.53,88.1,18.9,,-0.022515817,-0.008106282,0.000529381,,,,,,,,,,,
06/19/2022,53.74,88.82,18.89,,0.035851966,0.038101917,-0.068540434,,,,,,,,,,,
06/12/2022,51.88,85.56,20.28,,-0.045446182,-0.058124174,0.05023304,,,,,,,,,,,
06/05/2022,54.35,90.84,19.31,,-0.078344921,-0.049293564,0.061572292,,,,,,,,,,,
05/29/2022,58.97,95.55,18.19,,-0.01618285,0.00083796,0.017964072,,,,,,,,,,,
05/22/2022,59.94,95.47,17.869,,0.092997812,0.063851125,-0.057044855,,,,,,,,,,,
05/15/2022,54.84,89.74,18.95,,-0.007420814,-0.036090226,0.020518068,,,,,,,,,,,
05/08/2022,55.25,93.1,18.569,,-0.045933345,-0.025335008,0.027614831,,,,,,,,,,,
05/01/2022,57.91,95.52,18.07,,0.023506539,0.003994114,0.041498559,,,,,,,,,,,
04/24/2022,56.58,95.14,17.35,,-0.050511831,-0.033424769,0.050432887,,,,,,,,,,,
04/17/2022,59.59,98.43,16.517,,-0.006005004,-0.015109065,-0.01273162,,,,,,,,,,,
04/10/2022,59.95,99.94,16.73,,-0.025678531,0.003413655,0.012650566,,,,,,,,,,,
04/03/2022,61.53,99.6,16.521,,-0.022091545,-0.02524956,0.002183803,,,,,,,,,,,
03/27/2022,62.92,102.18,16.485,,-0.065081724,-0.014847667,-0.039895166,,,,,,,,,,,
03/20/2022,67.3,103.72,17.17,,0.005077658,0.008556982,-0.002382197,,,,,,,,,,,
03/13/2022,66.96,102.84,17.211,,0.060332542,0.050030631,-0.029983656,,,,,,,,,,,
03/06/2022,63.15,97.94,17.743,,-0.022597121,-0.024404821,0.012150599,,,,,,,,,,,
02/27/2022,64.61,100.39,17.53,,-0.075943936,0.012710582,-0.009380651,,,,,,,,,,,
02/20/2022,69.92,99.13,17.696,,-0.010752688,0.008033354,-0.021238938,,,,,,,,,,,
02/13/2022,70.68,98.34,18.08,,-0.028453608,-0.0102657,0.016129939,,,,,,,,,,,
02/06/2022,72.75,99.36,17.793,,0.010136073,-0.007491759,0.020299329,,,,,,,,,,,
01/30/2022,72.02,100.11,17.439,,0.042710294,0.004112337,-0.005814948,,,,,,,,,,,
01/23/2022,69.07,99.7,17.541,,0.016632323,-0.014822134,0.004696718,,,,,,,,,,,
01/16/2022,67.94,101.2,17.459,,-0.100608949,-0.04393009,0.03675772,,,,,,,,,,,
01/09/2022,75.54,105.85,16.84,,0.010974304,-0.006009954,0.014518947,,,,,,,,,,,
01/02/2022,74.72,106.49,16.599,,0.101415094,0.006426614,0.048048996,,,,,,,,,,,
12/26/2021,67.84,105.81,15.838,,0.008023774,0.018187067,-0.036442173,,,,,,,,,,,
12/19/2021,67.3,103.92,16.437,,0.006731488,0.014447481,-0.009401555,,,,,,,,,,,
12/12/2021,66.85,102.44,16.593,,-0.028201774,-0.027622212,-0.012556534,,,,,,,,,,,
12/05/2021,68.79,105.35,16.804,,0.023051755,0.030821918,-0.025629131,,,,,,,,,,,
11/28/2021,67.24,102.2,17.246,,-0.032657172,-0.009785873,-0.005420992,,,,,,,,,,,
11/21/2021,69.51,103.21,17.34,,-0.010252029,-0.023834295,0.01445036,,,,,,,,,,,
11/14/2021,70.23,105.73,17.093,,-0.026880975,-0.010944808,0.000878323,,,,,,,,,,,
11/07/2021,72.17,106.9,17.078,,0.006414726,0.004793684,0.0010551,,,,,,,,,,,
10/31/2021,71.71,106.39,17.06,,0.004060487,0.018183558,-0.001755413,,,,,,,,,,,
10/24/2021,71.42,104.49,17.09,,-0.026842894,-0.002958015,0.00058548,,,,,,,,,,,
10/17/2021,73.39,104.8,17.08,,0.04084527,0.018563514,-0.026780627,,,,,,,,,,,
10/10/2021,70.51,102.89,17.55,,0.004702194,0.019217434,-0.036772777,,,,,,,,,,,
10/03/2021,70.18,100.95,18.22,,0.022882962,0.01784634,0.004299416,,,,,,,,,,,
09/26/2021,68.61,99.18,18.142,,0.025713859,-0.016559246,0.015903237,,,,,,,,,,,
09/19/2021,66.89,100.85,17.858,,0.026077619,0.005182896,0.010410773,,,,,,,,,,,
09/12/2021,65.19,100.33,17.674,,0.010697674,-0.015986661,0.003349418,,,,,,,,,,,
09/05/2021,64.5,101.96,17.615,,-0.013157895,-0.025145807,0.037396938,,,,,,,,,,,
08/29/2021,65.36,104.59,16.98,,-0.037549698,-0.003145254,-0.038505096,,,,,,,,,,,
08/22/2021,67.91,104.92,17.66,,0.053358151,0.022313164,-0.001244203,,,,,,,,,,,
08/15/2021,64.47,102.63,17.682,,-0.037330148,-0.022571429,-0.002425952,,,,,,,,,,,
08/08/2021,66.97,105,17.725,,0.019951264,0.014100831,0.001978519,,,,,,,,,,,
08/01/2021,65.66,103.54,17.69,,0.043879173,0.001741486,-0.004053598,,,,,,,,,,,
07/25/2021,62.9,103.36,17.762,,0.009955042,-0.002412895,-0.004372197,,,,,,,,,,,
07/18/2021,62.28,103.61,17.84,,-0.002722178,0.016681386,-0.004908523,,,,,,,,,,,
07/11/2021,62.45,101.91,17.928,,-0.024980484,-0.015267176,-0.005436592,,,,,,,,,,,
07/04/2021,64.05,103.49,18.026,,-0.010505175,0.001936296,-0.026148028,,,,,,,,,,,
06/27/2021,64.73,103.29,18.51,,-0.010547233,0.009184172,0.005978261,,,,,,,,,,,
06/20/2021,65.42,102.35,18.4,,0.062357908,0.027507278,-0.018038211,,,,,,,,,,,
06/13/2021,61.58,99.61,18.738,,-0.077176682,-0.037677519,0.028091737,,,,,,,,,,,
06/06/2021,66.73,103.51,18.226,,-0.034717199,-0.017372318,-0.023258307,,,,,,,,,,,
05/30/2021,69.13,105.34,18.66,,0.001738878,0.002092846,-0.023036649,,,,,,,,,,,
05/23/2021,69.01,105.12,19.1,,0.010987401,0.020186335,-0.019305812,,,,,,,,,,,
05/16/2021,68.26,103.04,19.476,,-0.010724638,-0.016136733,-0.009560618,,,,,,,,,,,
05/09/2021,69,104.73,19.664,,0.009214568,-0.005885145,0.008410256,,,,,,,,,,,
05/02/2021,68.37,105.35,19.5,,0.041590494,0.033552438,0.004119464,,,,,,,,,,,
04/25/2021,65.64,101.93,19.42,,0.036311967,0.003643167,-0.008677897,,,,,,,,,,,
04/18/2021,63.34,101.56,19.59,,-0.00047341,0.00415266,-0.017749699,,,,,,,,,,,
04/11/2021,63.37,101.14,19.944,,-0.000945925,0.006268033,-0.026504613,,,,,,,,,,,
04/04/2021,63.43,100.51,20.487,,0.01601794,0.017513667,-0.007364698,,,,,,,,,,,
03/28/2021,62.43,98.78,20.639,,-0.002396932,0.0046786,-0.00692874,,,,,,,,,,,
03/21/2021,62.58,98.32,20.783,,-0.000319489,0.019176946,-0.033348837,,,,,,,,,,,
03/14/2021,62.6,96.47,21.5,,-0.017731053,-0.003100134,0.005612722,,,,,,,,,,,
03/07/2021,63.73,96.77,21.38,,0.043214929,0.035637842,-0.049693306,,,,,,,,,,,
02/28/2021,61.09,93.44,22.498,,0.044273504,0.031232756,0.014337241,,,,,,,,,,,
02/21/2021,58.5,90.61,22.18,,-0.003916227,-0.004066828,0.013572179,,,,,,,,,,,
02/14/2021,58.73,90.98,21.883,,0.050250358,0.007530454,0.009363469,,,,,,,,,,,
02/07/2021,55.92,90.3,21.68,,0.020251779,0.014720755,-0.014142149,,,,,,,,,,,
01/31/2021,54.81,88.99,21.991,,0.089662028,0.049781762,-0.032724874,,,,,,,,,,,
01/24/2021,50.3,84.77,22.735,,-0.058228796,-0.042255112,0.006819893,,,,,,,,,,,
01/17/2021,53.41,88.51,22.581,,-0.029262087,-0.003602387,-0.017790344,,,,,,,,,,,
01/10/2021,55.02,88.83,22.99,,0.00603401,-0.008704386,-0.014573511,,,,,,,,,,,
01/03/2021,54.69,89.61,23.33,,0.085549821,0.011970638,0.022662517,,,,,,,,,,,
12/27/2020,50.38,88.55,22.813,,0.018189167,0.00625,-0.014088768,,,,,,,,,,,
12/20/2020,49.48,88,23.139,,0.023371251,-0.0094552,0.000778513,,,,,,,,,,,
12/13/2020,48.35,88.84,23.121,,-0.007186858,0.000788555,-0.011923077,,,,,,,,,,,
12/06/2020,48.7,88.77,23.4,,-0.013371151,-0.004932182,0.024070022,,,,,,,,,,,
11/29/2020,49.36,89.21,22.85,,0.028333333,0.004390903,-0.015680193,,,,,,,,,,,
11/22/2020,48,88.82,23.214,,0.053555751,0.024924994,0.001509987,,,,,,,,,,,
11/15/2020,45.56,86.66,23.179,,0.009975615,0.010494403,0.012183406,,,,,,,,,,,
11/08/2020,45.11,85.76,22.9,,0.113552209,0.054339808,-0.057302816,,,,,,,,,,,
11/01/2020,40.51,81.34,24.292,,0.020146059,0.072097008,-0.047372549,,,,,,,,,,,
